,id,POI/street
48698,48698,panjunan karung/87 45118 lemahwungkuk
48699,48699,"h. mansion/kompleks praktik dokter juanda, benyamin"
48700,48700,"jaksa tangsi r, supriadi/"
48701,48701,sidoagung batik batik 97/55564 godean
48702,48702,/
48703,48703,tang sent xx/xx besar medan labuhan
48704,48704,jl.g 11 peng/penggalang rt 5 adipala
48705,48705,mangunrejo raya mangun 431 ke/kepanjen
48706,48706,malaysian riting membalong/
48707,48707,gg. h. wahid 44 rt 4 3 pes/pesanggrahan
48708,48708,poros kalt/turung sekatak
48709,48709,baklet-jok mobilindo/wahid hasnur
48710,48710,jembatan pelangi/teladan plaza kel.
48711,48711,ngagelrejo nga dadi iv no 2 rw 10/10 wonokromo
48712,48712,syariatul kostrad/redisa diamond julukanaya
48713,48713,sdlb autisma yogasmara/
48714,48714,"kumon indonesia, - jendral sudirman kel./jendral sudirman"
48715,48715,kebonsari baruna. i. plaza/aulia 45 garden 8 binexa kompleks bakmi
48716,48716,"gpib ebenezer haezer jakarta,/kramat terminal"
48717,48717,blue safir 9 235-236 bojong/bojong rawalumbu rawalumbu
48718,48718,"manunggal, residence/kadipiro kel."
48719,48719,taman bunga sukamukti/sukamukti blok e no 2 rt 002 rw 015 ds. sukamukti
48720,48720,zam ii 7 rt 6 5 mustika/mustika jaya
48721,48721,sul agung 56 ket/ketanggi ngawi
48722,48722,poris plawad indah gg. jas no 25 rt 2 7 15122 ci/cipondoh
48723,48723,poros man tiga/tiga paccerakkang biring kanaya
48724,48724,papaq kemun/praya warung
48725,48725,jl gelatik raya/raya blok c1 no 7 rt 001 rw 009 pondok sejahtera kutabumi
48726,48726,kaligentong pant no 16 57352/57352 ampel
48727,48727,rajawali plaza/maleber kel.
48728,48728,indomaret prisma sebelah/sulung tangsi
48729,48729,pekan sabtu dep pay neg 62 38216/38216 selebar
48730,48730,sukatani muteran swadaya ll/99 tapos
48731,48731,"mawar residence/aulia 44 rm doa putri, binexa 14 rempoa ciputat warung"
48732,48732,sut gard ii 19/19 pondok jagung
48733,48733,rawa buaya klingkit ii 36 rt 1 12 11740 ceng/cengkareng
48734,48734,burn no 50 rt 1 teluk se/segara
48735,48735,"sebelah askes persero cabang utama, bandung/"
48736,48736,warung rizky/palotot pohjejer
48737,48737,gundaling julukanaya muteran sinarmas./brastagi (berastagi)
48738,48738,sumurrejo baturiti letj supriadi/666 8 10640 kemayoran
48739,48739,cempaka permai/permai pek 97
48740,48740,11 baciro kel. gondokusuman/
48741,48741,nusaloka cellular/jebres jebres
48742,48742,ciater mush nurul ikh no 86 ser/serpong
48743,48743,ruko plaza/plaza kota tiang bend 5 tambora
48744,48744,bat barat no 3 rt 4 3/3 pasar rebo
48745,48745,gondrong green lake city asia 7 47 rt 2 rw 6 ci/cipondoh
48746,48746,pesantren al andalus/andalus raya raden sanim
48747,48747,kayu putih pulo/pulo mas barat xi no 18 10 13210 pulo gadung
48748,48748,lembang bantuan hukum corps wartawan republik indonesia kapias mustar/
48749,48749,jlamprang gg./gg. mas al-a 5 56319 wonosobo
48750,48750,lin 1 te/teling atas wanea
48751,48751,prapto unter/aulia 19a khayla bakery
48752,48752,gg.noble pahl/pahl sabe gg.n 16920
48753,48753,"aulia 74 gunungsimping cijerah cilacap-90101 tengah,/"
48754,48754,toko-ho sepakat/
48755,48755,klinik khitan garuda tundungsari/
48756,48756,pluit kar can xiii pluit/pluit penjaringan
48757,48757,yayasan kesehatan lakesmu/gangsar rambutan
48758,48758,eden children bookstore & toys/dharma husada unter warung net aulia l 78 binexa residence
48759,48759,freshclin center/bakmi warung net g
48760,48760,warung sunda/palotot servis
48761,48761,34 ledok argomulyo/
48762,48762,"stasiun juhri/aulia 69 a, meruya sel. garden permai 8 lantai"
48763,48763,"soto pakcik gik/palotot solo,"
48764,48764,komplek civic center/cluster sahadewa no.7
48765,48765,beng las dan/dan bubut all one
48766,48766,"topaz mulia/aulia 10, sucitra kel."
48767,48767,"masjid baitul muttaqin/ac yani, tinggarjaya"
48768,48768,cim alam/alam per 7 rt 1 10 cibodas cibodas
48769,48769,kuti selatan/kapuk kutisari binexa mulia cv mejoyo
48770,48770,sumberagung jatirejo silo/
48771,48771,wonomulyo raya wono no 11 65157/65157 poncokusumo
48772,48772,toko-ho sembilan sembako nasion/
48773,48773,cimone gama 2/2 no 49 rt 2 2 15114
48774,48774,toko-ho lalapan jayalas/
48775,48775,pinang nuri 581 rt 4 5 15145 pinang (/(penang)
48776,48776,. tanjung burung/burung rt 002 rw 003 desa kohod
48777,48777,sumurkondang kamp kar/kar jati 14 rt 14 5 klari
48778,48778,ciluar nusa indah 17 bogor utara -/- kota
48779,48779,kur jaya 3/3 sukoharjo iii
48780,48780,lor mejobo selatan residence/
48781,48781,lebak bandung kel./
48782,48782,tatura utara anoa i 22 94111/94111 palu selatan
48783,48783,naila dan rin sa/salon amil wahab
48784,48784,"losung h, ab a, pa/1-5 padangbujur sidempuan sel."
48785,48785,"smasul jamilla al-falah jambi/h, o s, cokr telanaipura"
48786,48786,cikundul medan petisah/
48787,48787,aren jaya rt 7/352 aren jaya rt 7 18
48788,48788,toko-ho hj olahan/tamansari makamhaji pahlawan
48789,48789,kalisuren bumiaji unter pesona/76 16320 tajurhalang
48790,48790,cipadu jaya/jaya kasu 1 no 147 rt 7 3 larangan
48791,48791,salon laura/kebond ac dahrum
48792,48792,74-81 15416 residence/
48793,48793,merry salon cihanjuang/cimahi podomoro
48794,48794,kah sau 14/14 klakah
48795,48795,"bengkel sepeda ontel/asemka), jayalas"
48796,48796,ampera garden residence hotel/
48797,48797,padang pasir pad pasir 13 padang/padang barat
48798,48798,kambo peru iii 64 ya/yabansai heram
48799,48799,blok a/gedung blok a lantai slg
48800,48800,cluster kemala pulorejo/muteran swadaya
48801,48801,empang thermo lavender/39 16132 kel. sel. - kuning
48802,48802,sesetan gurame julukanaya/24x 80223 parfum sel.
48803,48803,jaya yudha 8 12 pe/pekayon rt 11 5 pasar rebo
48804,48804,toko sum ayu/ayu jaya dolopo
48805,48805,/
48806,48806,toko-ho nice palmyra/bandung palmerah ll
48807,48807,panti asuhan senon/
48808,48808,let s/s par no 37 dinas kebudayaan pariwisata pemuda dan olahraga kabup pacitan pucang sewu
48809,48809,let muna 11/11 pasar ii prabumulih prabumulih utara
48810,48810,/
48811,48811,6 rt 4/76 rt 4 rw 3 cipayung
48812,48812,siti rofi'ah/rofi'ah jaten
48813,48813,young gym express/nakula sadede
48814,48814,bak ii no f 101/101 panacare cv rw 3
48815,48815,"kebonsari kacang 29,/aulia permai binexa permai blok a"
48816,48816,"pangkalan masyhur muteran karyabaru iii,/kompleks medan johor"
48817,48817,tole iskandar/32 sukmajaya garden kompleks binexa cijerah sukmajaya
48818,48818,perum sinar muncar/muncar nomor 25
48819,48819,dok radj no 145 jayengan/jayengan serengan
48820,48820,"gardenia iii,/residence kuning baruna. garden permai 14 bekasi plaza"
48821,48821,"knalpot h, abdulatif halimiyah/188iii toko-ho helmy's"
48822,48822,tanjungdalam agung panggang serasi/jendral sudirman 83a
48823,48823,"antariksa di, alfamart batulicin3/di, sukabi tamansari edukasi"
48824,48824,kin ice bland/bland kali rejo
48825,48825,"bankalan mandiri, sebelah persero tbk/"
48826,48826,jln.poros palopo makassar kel.puty(dekat bandara la/lagaligo bua )
48827,48827,city square/square blok h no 1. jl peta selatan (pt rush cargo nusanyara)
48828,48828,permata cikarang selatan/
48829,48829,kartini villas f-6/pelangi letkol pol. h.m. asnawi arbain
48830,48830,klam sem timur ix 81 semolowaru 9 su/sukolilo
48831,48831,kramat gantini/121 sinarmas. aust textile industry sebelah binexa kompleks
48832,48832,sukabi tamansari kuning jembatan/kabila jembatan
48833,48833,photocopy sinarmas. jayalas/palotot paron
48834,48834,"kiospon harto hadi, siswanto/"
48835,48835,kalijogo apotek/
48836,48836,war bor no 148 toko susu/susu bunda
48837,48837,guntungmanggis jl. 113 l/landasan ulin
48838,48838,taqwa & casanova grande/
48839,48839,bantan tua bantan/
48840,48840,gg. h. yamin petukangan utara pes/pesanggrahan
48841,48841,lapangan patr/patr bangorejo
48842,48842,karah i/karah i 3 rw 3
48843,48843,mega lestari residence/residence blok c3 no 5 rt 003 rw 12 kelurahan cibodas kecamatan cibodas kota
48844,48844,esha chocophaw balikpapan/inpres ll
48845,48845,sariwangi villas/kav.30. jembatan h.mukti. ilir parongpong. kabupaten bandung barat.
48846,48846,malindo etc malibu etc/wisnu segara
48847,48847,western eur/aulia 37 cipondoh
48848,48848,kedungmundu ked/ked no 887 5
48849,48849,turen 1-5/1-5 sidorejo lor
48850,48850,sukasari kh. solehudin alisha/aulia 105371 binexa 11 kantin
48851,48851,cipinang besar selatan gg. panca warga 20 no 6 rt 14 rw 3/3 jatinegara
48852,48852,binong sd lapangan residence binong/42381 majalah
48853,48853,cimahi dae ach/ach kar 296 40525
48854,48854,"zenith rooms kuta, bypass ngurah raisha/julukanaya gusti ngunut raisha"
48855,48855,baubau massilia/tiro sompe kel. bacukiki plaza
48856,48856,ang raya no 55/55 karadenan cibinong
48857,48857,"toko-ho karyabaru perkasa/jendral ac yani,"
48858,48858,gandamekar kawa indu no 29 rt 2 2/2 cikarang barat
48859,48859,gtm shooting club indonesia/masuk wahidah
48860,48860,pendidikan iii no 68 cijantung 4/4 pasar rebo
48861,48861,chasanie batik/bedas selatan
48862,48862,bru 3 brumbungan se/semarang tengah
48863,48863,pasar manggis minang 48 rt 1 1 setia/setia budi
48864,48864,pierre tandean we/wenang
48865,48865,baroqah palotot/aulia 47 lubuk bajayau
48866,48866,/
48867,48867,kedungrejo ked rejo/rejo barat waru
48868,48868,karet se/semanggi profe dok sat 102 rt 4 4 12930 setia budi
48869,48869,kelapa indah pulau/pulau putri 8 18 rt 1 2 tangerang
48870,48870,kantor hukum dr. juniati girsang sh.mkn & partners/majapahit petojo sel. gambir
48871,48871,aulia 11 karawang plaza/
48872,48872,ramb rt 3 11/11 jatiasih
48873,48873,jl les gg 6 21 lesanpuro wrg rujak.mb nani rt 6 2 kedungk/lesanpuro wrg rujak.mb nani rt 6 2 kedungkandang
48874,48874,"jembatan telkom elok iii,/28 acacia baruna. bekasi podomoro"
48875,48875,stasiun parfum panjawi/aulia d3 72 parungpung panjang kel.
48876,48876,"lodaya 99/smile mobile phoneshop shop,"
48877,48877,pep karangasem/karangasem kel.
48878,48878,perdamaian bin - sta 6-9 sta/stabat
48879,48879,babatan babakan pratama xvii/mulia 8 60227 wiyung
48880,48880,pusri to/toman 7 12 sako
48881,48881,al - mujah/mujah pulo gadung
48882,48882,karya bakti (/(bawang tikar)
48883,48883,kapias syafana/pejagan kel. bangkalan
48884,48884,mal artha (gading ground floor - nusan lobby jl. boulevard artha gad sela no 1 rt 18 rw 8/8 kelapa gading barat kelapa gading
48885,48885,unitras ballroom lt mulia/royal 2nd
48886,48886,jln mulyorejo kampus c unair (rumah sakit rski)/rski) kota sby jawa timur
48887,48887,tahyudi si/sikur
48888,48888,ahmad yani/yani no 127 optik surya jaya
48889,48889,cempaka baruna./
48890,48890,chicken dayati & dayati pradana/yoseph sudaryo
48891,48891,mars no 337 rw 9 m/makasar
48892,48892,toko saras/saras dewi sart pacitan
48893,48893,konv luwes/luwes sumber rejo mertoyudan
48894,48894,indom raya pan/pangal cimaung cimaung
48895,48895,palm spring regency/regency blok e no 16a jambangan surabaya
48896,48896,rm masjid kribo pemuda/
48897,48897,sumampir peri 96 53126/53126 baturaden
48898,48898,angantaka ban sese abian/abiansemal
48899,48899,ker 86 leuwi/leuwigajah cimahi selatan
48900,48900,profile masuk sutera/terminal sriwijaya tamalanrea
48901,48901,"asia, toko-ho/puskemas palotot"
48902,48902,kusan haji amat i 22/22 rt 5 3 beji
48903,48903,jl.manwar no 14/14 banjar denjalan batubulan ( nomer wa aktif )
48904,48904,tanaman online kupang ntt/timor palotot aulia pendidikan
48905,48905,masjid jamilla al-ikhlas/karangjati mulyasari malangbong
48906,48906,nagoya cell somba opu/opu ujung pandang
48907,48907,pulo ge/gebang gg. buntu no 50 13950 cakung
48908,48908,"basuki robbah/parabot palotot iii,"
48909,48909,suma dauh puri kangin den/denpasar barat
48910,48910,rasanae residence/24 residence
48911,48911,pen bar i kebayoran lama u/utara
48912,48912,dinas gulkar danone penyela/
48913,48913,bakso pakcik prima./jendral sudirman
48914,48914,jl. gaj/gajahmada no. 59-61 ( gumaya tower hotel )
48915,48915,profile masuk emil salim rs dkt lahat/
48916,48916,semarang gubug/kembangarum karangawen
48917,48917,jihan collection/
48918,48918,tamansari sarimin taruna/
48919,48919,jetak raya cepu no 28 62114/62114 bojonegoro
48920,48920,warteg mt/banowan ll
48921,48921,sd al-azhar syifa hendrik/cemerlang jatibening baruna. pondokgede cirasa
48922,48922,siring tangsi ilir plaza julukanaya/
48923,48923,cluster angkasa bandardjaya udara nunukan/kantor bandara nunukan) kec.dolo nunukan
48924,48924,mung a/asri no 12
48925,48925,jl hartono/hartono raya ruko shophouse no 9a modernland ayam gepuk pak gembus
48926,48926,6 rw/b4 26 rw 14
48927,48927,obras toko-ho syen syapri abd/
48928,48928,duri kosambi kosa barat/barat raya 28 rt 4 10 11750 cengkareng
48929,48929,aulia 45 kiospon tatarasa/floor house
48930,48930,sam ratul aertemb/aertembaga satu aertembaga (bitung timur)
48931,48931,bpd pemda gunungkidul/
48932,48932,"samping, sdn rancakole residence/puskesmas pasiranji tengah, rt.01 rw.07 stasiun rancakole"
48933,48933,umanis cuciin/palotot santan
48934,48934,pemanggilan serba 25 na/natar
48935,48935,/
48936,48936,nagri kaler purwakarta/
48937,48937,tamamaung suka 10 7 90231/90231 panakkukang
48938,48938,kalij plaza ll/
48939,48939,suralaya pl se re 19 rt 2 1/1 pulomerak
48940,48940,perumahan dprd kabupaten teluk wondama/
48941,48941,swasembada plaza xviii/kebonsari bawang tanjungdalam priok
48942,48942,pecel pakcik toin/perumahan bidadari ayudia pintu residence
48943,48943,teuku umariah/aulia 69 toko-ho neo starmart
48944,48944,"perhimpunan advokat, indonesia, (peradi)/"
48945,48945,butik nisya teke/waluyo baruna. residence tugusari podomoro
48946,48946,9 a rt 0 0/dr. soetomo
48947,48947,swad ix 26 rt 9 21/21 jaticempaka pondok gede
48948,48948,kiospon kerudung khasanah palembang dd08/kelapa gadang palotot
48949,48949,veruna arjana/
48950,48950,ibi kuning semarang seneng guworejo baruna. net/
48951,48951,sd negeri jetis/jetis karangrayung
48952,48952,satriamekar perum darmawangsa residence clus pram/prambanan utara jl. pramb 2 bp 3 27 17510 tambun utara
48953,48953,l. e/kel. enok
48954,48954,banjarjo jaksa tangsi supriadi/aulia 75 bojonegoro
48955,48955,mark 2/2 laweyan
48956,48956,gadel raya gadel sari p/praja no 30 60216 tandes
48957,48957,counter handphone/karema sumoherjo sukodadi
48958,48958,taman dah 5 no 1 rt 1 23 17125/17125 medan satria
48959,48959,0 ilir d ii mer 451 301/30164 kemuning
48960,48960,komplek katarina/
48961,48961,"safa tangerang regency/aulia d6 permai felicia boutique,"
48962,48962,"lorena rd h, imam bondan aulia center terminal sempoa bonem/kuning baruna."
48963,48963,brigade dharsono/kertawinangun kel.
48964,48964,warnasari warungmakan indah/
48965,48965,tamansari suryalaya prasetya/
48966,48966,dusun uma beringin rt 02 rw 03 dekat ta/taman kerato
48967,48967,kp. sanggrahan/sanggrahan gang manggis rt04 03 no.208 tekhnologi xii komplek bppt meruya utara
48968,48968,toko-ho bufat wanda/nusaloka kamba
48969,48969,prati 3 rt 6 3 harjamukti ci/3 rt 6 3 harjamukti cimanggis
48970,48970,udang v 12 kayuringin jaya rt 8 8/12 kayuringin jaya rt 8 8 bekasi selatan
48971,48971,kapuk pog 23 kapuk rt 1 rw 1 ceng/cengkareng
48972,48972,ma swasta mukmin qamariyah popidolon/
48973,48973,/
48974,48974,06 bi/h. kurdi 106 binong
48975,48975,baamang tengah/tengah hasan man 66 74311 baamang
48976,48976,tk pkk wayang/
48977,48977,petisah tengah glu 37 20111/20111 medan petisah
48978,48978,kota wis/wis no 26 nagrak
48979,48979,bantan sungai/23 21142 siantar plaza
48980,48980,stasiun lebang/1 jembatan lappo'
48981,48981,"menik store - online, shop,/bhakti julukanaya"
48982,48982,depok pes depok est 1 15 16431/16431 pancoran mas
48983,48983,ker dalem i 3a sida/sidakarya denpasar selatan
48984,48984,jatibening sul cemp no 11 rt 4 2 17412/17412 pondok gede
48985,48985,"cikarang sel./kawasan industri, jababeka, ll lebak ee aulia 6p"
48986,48986,kawung rendeng/kawung rendeng rt03 rw 04
48987,48987,sentosa - brosky/aulia cikundul wahyuharjo progress lendah
48988,48988,cijayanti bukit golf hijau/hijau raya 15 16810 babakan madang
48989,48989,acacia mulyasari cempaka putih podomoro/34 garden residence 8 kemayoran
48990,48990,kayuringin jaya kamp/kamp poncol 74 rt 11 16 bekasi selatan
48991,48991,bankalan cimblek niagatama palotot lembang/
48992,48992,"ayem tentrem ayam, bakar/"
48993,48993,beautycare laundry/jendral gatot subroto
48994,48994,x teluk gong 175 peja/pejagalan rt 13 8 penjaringan
48995,48995,demak jaya ii tembok/tembok dukuh bubutan
48996,48996,perumahan wahana ci/cikarang block b5 21
48997,48997,tol jaka - cika lay pasirtanjung ci/cikarang pusat
48998,48998,burung sumurrejo bandung/
48999,48999,babakan cipanas/
49000,49000,palotot wanajaya/aulia 426 sumantri
49001,49001,komplek beauty cukai/cluster sunda kelapa lebak n5 no.10. sukapura .jakut. 14140
49002,49002,lubuk begalung/
49003,49003,palm spring regency/regency blok a22
49004,49004,bi danone nurika handayani/h. o. s. cokroaminoto
49005,49005,bekasi timur v no 12 rt 8 rw 9 cipinang besar utara/utara jatinegara
49006,49006,muteran kurma residence/
49007,49007,"dokter h, jafr mm/bankalan palotot cijerah"
49008,49008,mkl promotion kavling polri/aulia cholay 20 terminal jagakarsa jagakarsa
49009,49009,sayati al-m 1 97/97 margahayu
49010,49010,air hi/hitam siak 2 18 a-b payung sekaki
49011,49011,cikal phone/phone cell
49012,49012,nipah city/palotot senggol
49013,49013,muteran candiloka tangsi residence/14 pontianak kuning
49014,49014,peru 1 tange gal/gal raya cibodasari cibodas
49015,49015,0 171/pucung me 130 17121
49016,49016,rt 14 rw 8 15/6 19 rt 14 rw 8 15124 benda
49017,49017,kotasari puri/puri krak hijau 27 gerogol
49018,49018,bancoh kel./kel. sungai tebelian
49019,49019,akcaya gg. purwo 3 no 7 78113/78113 pontianak selatan
49020,49020,pulau bida/bida raya 17 9 kembangan utara kembangan
49021,49021,wijaya 8/95 melawai garden permai cijerah kebayoran baruna.
49022,49022,"griya empat, holiday care,/palotot kampung sawah"
49023,49023,palotot dharma husada unter/mulyoarum agung gubeng
49024,49024,limaran pulo tamansari pendidikan mukmin - quran (tpq istiqamah/
49025,49025,gg. rakit/rakit raya 1 tanah tinggi tangerang
49026,49026,madrasah residence/ampera binexa residence sukabumi podomoro kel. kebonsari jeruksari
